restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Yuanfuyuan Grand Canteen (Jincheng Times Plaza Branch),Zhengzhou,34.776707,113.706486,24.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Ji Hotel Zhengzhou Convention and Exhibition Center Future Road Branch,"113.707000,34.772300",34.772300,113.707000,4.1
Muyuan Hotel (Zhengzhou East High-Speed Railway Station Branch) · Guteng Tack German Restaurant,Zhengzhou,34.755419,113.789670,100.0,Food Service Related;Food Service Related,11:00,21:00,Hanting Hotel (Zhengzhou East Station East Square Shangding Road Branch),"113.787360,34.755908",34.755908,113.787360,3.6
Guten Tag German Restaurant,Zhengzhou,34.755935,113.789800,59.0,Fast Food Restaurant;Fast Food Restaurant,17:00,21:00,Hanting Hotel (Zhengzhou East Station East Square Shangding Road Branch),"113.787360,34.755908",34.755908,113.787360,3.8
Fuyuxuan Seafood Fusion Restaurant,Zhengzhou,34.756247,113.790010,91.0,Food Service Related;Food Service Related,17:00,21:30,Hanting Hotel (Zhengzhou East Station East Square Shangding Road Branch),"113.787360,34.755908",34.755908,113.787360,4.0
Tongshantang Experience Restaurant,Zhengzhou,34.764509,113.745962,100.0,Chinese Restaurant;Chinese Restaurant,08:00,21:00,Chenxi Hotel (Zhengzhou Convention and Exhibition Center Branch),"113.745222,34.764990",34.764990,113.745222,3.8
Qingyuan Tea Restaurant,Zhengzhou,34.765092,113.744012,100.0,Fast Food Restaurant;Tea Restaurant,11:00,21:00,Chenxi Hotel (Zhengzhou Convention and Exhibition Center Branch),"113.745222,34.764990",34.764990,113.745222,3.7
Chujing Restaurant (Provincial Government Branch),Zhengzhou,34.767275,113.746025,138.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Chenxi Hotel (Zhengzhou Convention and Exhibition Center Branch),"113.745222,34.764990",34.764990,113.745222,4.7
Chaozhou Tea Restaurant,Zhengzhou,34.723058,113.748498,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Home Inn - Zhengzhou Zhongyuan Futa East Metro Station Branch,"113.746504,34.722713",34.722713,113.746504,3.7
Liu Yang and BBQ (Second Avenue Branch),Zhengzhou,34.723605,113.743651,56.0,Foreign Restaurant;Foreign Restaurant,17:00,22:30,Home Inn - Zhengzhou Zhongyuan Futa East Metro Station Branch,"113.746504,34.722713",34.722713,113.746504,4.6
Administrative Committee Canteen,Zhengzhou,34.721704,113.743254,100.0,Fast Food Restaurant;Fast Food Restaurant,07:30,18:30,Home Inn - Zhengzhou Zhongyuan Futa East Metro Station Branch,"113.746504,34.722713",34.722713,113.746504,3.7
Quanxin Beiai Baby Restaurant (Dennis Hanghai World Branch),Zhengzhou,34.721934,113.739210,35.0,Chinese Restaurant;Chinese Restaurant,10:00,21:30,Home Inn - Zhengzhou Zhongyuan Futa East Metro Station Branch,"113.746504,34.722713",34.722713,113.746504,4.1
Zhuli Tea Restaurant (Xinghua Building Block B Branch),Zhengzhou,34.717975,113.741775,100.0,Fast Food Restaurant;Fast Food Restaurant,09:30,21:00,Home Inn - Zhengzhou Zhongyuan Futa East Metro Station Branch,"113.746504,34.722713",34.722713,113.746504,4.0
Supreme Qiangzai (Zhengguang North Street Branch),Zhengzhou,34.771566,113.754982,80.0,Chinese Restaurant;Cantonese Cuisine,17:00,22:00,Orange Hotel Zhengzhou Provincial Government MixC Branch,"113.755528,34.771074",34.771074,113.755528,4.6
Guangyi Xinyang Maojian Tea Restaurant (Yuhang Branch),Zhengzhou,34.771881,113.755782,100.0,Specialty Store;Exclusive Store,11:00,21:00,Orange Hotel Zhengzhou Provincial Government MixC Branch,"113.755528,34.771074",34.771074,113.755528,3.7
Yulongxuan Tea Restaurant (Yuhang Center Branch),Zhengzhou,34.771871,113.755230,100.0,Chinese Restaurant;Chinese Restaurant,09:00,22:30,Orange Hotel Zhengzhou Provincial Government MixC Branch,"113.755528,34.771074",34.771074,113.755528,3.6
Taichengxing Thai Fusion Restaurant (Renzhai North Street Branch),Zhengzhou,34.770650,113.668814,91.0,Foreign Restaurant;泰国/越南菜品餐厅,11:30,21:30,Future Livable Hotel (Health Road Night Market Zhengzhou Second Affiliated Hospital Branch),"113.669130,34.769325",34.769325,113.669130,4.6
Old Courtyard Restaurant,Zhengzhou,34.769141,113.670762,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Future Livable Hotel (Health Road Night Market Zhengzhou Second Affiliated Hospital Branch),"113.669130,34.769325",34.769325,113.669130,3.6
Zhengzhou University Second Affiliated Hospital Main Campus Nutrition Restaurant,Zhengzhou,34.766250,113.670538,9.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Future Livable Hotel (Health Road Night Market Zhengzhou Second Affiliated Hospital Branch),"113.669130,34.769325",34.769325,113.669130,3.7
Harbor Leisure and Entertainment Restaurant - Romantic Leisure Set for Two,Zhengzhou,34.772217,113.666670,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Future Livable Hotel (Health Road Night Market Zhengzhou Second Affiliated Hospital Branch),"113.669130,34.769325",34.769325,113.669130,3.5
Fuxiangyue Restaurant,Zhengzhou,34.773575,113.669409,57.0,Chinese Restaurant;Hunan Cuisine,11:00,21:00,Future Livable Hotel (Health Road Night Market Zhengzhou Second Affiliated Hospital Branch),"113.669130,34.769325",34.769325,113.669130,4.4
Mipi Ji Halal Restaurant (Yunshang Branch),Zhengzhou,34.745125,113.760153,11.0,Chinese Restaurant;Halal Restaurant,10:00,22:00,Hampton by Hilton Zhengzhou Zhengdong New District,"113.763361,34.745195",34.745195,113.763361,4.2
O'Kara Steak Buffet Restaurant (Zhengdong Commercial Center Area A Branch),Zhengzhou,34.745247,113.760006,62.0,Foreign Restaurant;Foreign Restaurant,17:00,21:30,Hampton by Hilton Zhengzhou Zhengdong New District,"113.763361,34.745195",34.745195,113.763361,4.1
Jinshan Yushui Tea Restaurant (Zhengshang Dongfang Gangwan Branch),Zhengzhou,34.748100,113.763304,33.0,Fast Food Restaurant;Tea Restaurant,10:00,22:00,Hampton by Hilton Zhengzhou Zhengdong New District,"113.763361,34.745195",34.745195,113.763361,4.0
Xiaoling Western Restaurant (Retro American Theme) Halal,Zhengzhou,34.743902,113.759606,106.0,Foreign Restaurant;American Cuisine,11:00,22:00,Hampton by Hilton Zhengzhou Zhengdong New District,"113.763361,34.745195",34.745195,113.763361,4.7
Momo & Han Western Cuisine · Desserts · Birthday Party,Zhengzhou,34.743317,113.759315,93.0,Foreign Restaurant;Western Restaurant,10:00,22:00,Hampton by Hilton Zhengzhou Zhengdong New District,"113.763361,34.745195",34.745195,113.763361,4.8
Yiwei Shan Fang Vegetarian Restaurant (Official Store at Songshan Shaolin Scenic Area),Zhengzhou,34.513012,112.952106,33.0,Chinese Restaurant;Chinese Restaurant,09:30,21:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,3.9
Shaolin Service Area Express Restaurant,Zhengzhou,34.427016,112.929723,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,3.7
Zenwu Grand Hotel - Chinese Restaurant,Zhengzhou,34.471305,113.017117,136.0,Chinese Restaurant;Chinese Restaurant,08:30,22:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,4.4
Songshan Unique Water Banquet Culture Restaurant,Zhengzhou,34.449754,113.018493,91.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,4.4
Yunshe Tea Restaurant,Zhengzhou,34.468766,113.028504,113.0,Fast Food Restaurant;Tea Restaurant,10:00,23:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,4.4
Jiang Aqiao Tarta Noodles (Great Shanghai Branch),Zhengzhou,34.755928,113.670393,100.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Hanting Zhengzhou Erqi Square Hotel,"113.671977,34.754346",34.754346,113.671977,4.5
Jixu Folk Ballad Barbecue House (Zhengzhou Guangcai Branch),Zhengzhou,34.755287,113.669676,72.0,Chinese Restaurant;Chinese Restaurant,18:00,02:30,Hanting Zhengzhou Erqi Square Hotel,"113.671977,34.754346",34.754346,113.671977,4.6
Henan University of Chinese Medicine First Affiliated Hospital People's Road Campus Restaurant,Zhengzhou,34.758033,113.673949,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Hanting Zhengzhou Erqi Square Hotel,"113.671977,34.754346",34.754346,113.671977,3.7
Han Feng Yuan BBQ and Hotpot Buffet Restaurant (Asia Joy City Branch),Zhengzhou,34.751785,113.667704,80.0,Food Service Related;Food Service Related,10:00,23:00,Hanting Zhengzhou Erqi Square Hotel,"113.671977,34.754346",34.754346,113.671977,4.7
Heji (Old Street Snack Street Branch),Zhengzhou,34.758132,113.675030,100.0,Chinese Restaurant;Halal Restaurant,10:30,22:00,Hanting Zhengzhou Erqi Square Hotel,"113.671977,34.754346",34.754346,113.671977,4.4
Western Restaurant,Zhengzhou,34.768817,113.933939,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,3.8
Ultraman Theme Restaurant - Monster Branch,Zhengzhou,34.789259,113.986234,63.0,Chinese Restaurant;Chinese Restaurant,11:00,18:00,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,3.9
Ultraman Theme Restaurant - Hero Branch,Zhengzhou,34.786826,113.988821,86.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,4.0
Zhongmou Yang's Braised Chicken Small Restaurant,Zhengzhou,34.756800,113.944461,100.0,Chinese Restaurant;Chinese Restaurant,08:00,23:15,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,3.7
Brothers Gourmet Small Restaurant,Zhengzhou,34.805008,113.919082,100.0,Chinese Restaurant;Chinese Restaurant,08:00,23:00,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,3.6
Old Flavor Roasted Whole Lamb,Zhengzhou,34.902822,113.633591,73.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,4.2
Fusion Restaurant (Yifeng Forest Lake Branch),Zhengzhou,34.897770,113.618020,100.0,Chinese Restaurant;General Restaurant,17:00,21:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,4.3
Vegetable Basket Sister Eco-Organic Restaurant,Zhengzhou,34.897676,113.617674,100.0,Food Service Related;Food Service Related,11:00,21:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,2.8
Wangwang Small Restaurant,Zhengzhou,34.901524,113.668069,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,2.4
Luoshan Fisherman's Delight Restaurant,Zhengzhou,34.903556,113.670261,63.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,4.3
Han Feng Yuan BBQ and Hotpot Buffet Restaurant (Asia Joy City Branch),Zhengzhou,34.751785,113.667704,80.0,Chinese Restaurant;Chinese Restaurant,11:00,23:30,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.7
Yuehai Hotel Xuan Palace Western Restaurant (Erqi Square),Zhengzhou,34.749629,113.667658,111.0,Foreign Restaurant;Western Restaurant,10:00,23:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,3.9
Yuehai Hotel - Yuehai Pavilion Chinese Restaurant,Zhengzhou,34.749142,113.667796,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,3.9
Huya Fried Chicken (Henan Zhengzhou Erqi Mixc City Branch),Zhengzhou,34.754815,113.662798,55.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.6
Jixu Folk Ballad Barbecue House (Zhengzhou Guangcai Branch),Zhengzhou,34.755287,113.669676,72.0,Chinese Restaurant;Chinese Restaurant,18:00,02:30,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.6
Green Tea Restaurant (Zhengzhou MixC Branch),Zhengzhou,34.754667,113.662403,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.6
Zhengzhou Zhengbai Restaurant (Zhengzhou Department Store Branch),Zhengzhou,34.756286,113.668080,100.0,Chinese Restaurant;Chinese Restaurant,09:30,21:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,3.9
Route 5 Restaurant Stone-Grilled Steak (David City Branch),Zhengzhou,34.756777,113.666316,128.0,Fast Food Restaurant;Fast Food Restaurant,11:00,22:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.7
Manyu (Dennis David Plaza Branch),Zhengzhou,34.756848,113.666241,90.0,服装鞋帽皮具店;服装鞋帽皮具店,11:00,21:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.7
Jiang Aqiao Tarta Noodles (Great Shanghai Branch),Zhengzhou,34.755928,113.670393,100.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.5
Twin Seasons Dessert Fusion Restaurant (Yaoqiao Community North Courtyard Branch),Zhengzhou,34.813115,113.795071,27.0,甜品店;甜品店,11:00,22:00,Beilong Lake Wetland Park,"113.789100,34.812300",34.812300,113.789100,4.4
Xuan Ge Music Restaurant & Bar,Zhengzhou,34.809266,113.793947,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Beilong Lake Wetland Park,"113.789100,34.812300",34.812300,113.789100,3.9
Shijianli Fusion Restaurant,Zhengzhou,34.818459,113.794111,100.0,Food Service Related;Food Service Related,11:00,21:00,Beilong Lake Wetland Park,"113.789100,34.812300",34.812300,113.789100,3.8
Lakeside Restaurant,Zhengzhou,34.803494,113.786967,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Beilong Lake Wetland Park,"113.789100,34.812300",34.812300,113.789100,3.5
Coarse Grain Kitchen Lamb Skewers and Stir-Fried Chicken,Zhengzhou,34.809780,113.800337,53.0,Chinese Restaurant;General Restaurant,10:00,23:00,Beilong Lake Wetland Park,"113.789100,34.812300",34.812300,113.789100,4.1
Enjoy Flavors Premium Hotpot Buffet 29 Yuan (Shigeng Community Branch) (Temporarily Closed),Zhengzhou,34.808834,113.797840,31.0,Food Service Related;Food Service Related,10:00,23:30,Beilong Lake Wetland Park,"113.789100,34.812300",34.812300,113.789100,4.2
Zhang's Goose Castle,Zhengzhou,34.870717,113.670712,50.0,Fast Food Restaurant;Fast Food Restaurant,09:30,23:00,Yellow River Museum,"113.677764,34.871840",34.871840,113.677764,4.4
Datang Restaurant Shrimp Dumpling Specialty Store (Yingbin Road Branch),Zhengzhou,34.871556,113.665047,90.0,Chinese Restaurant;Local Specialty Restaurant,17:00,21:30,Yellow River Museum,"113.677764,34.871840",34.871840,113.677764,4.5
Radisson Blu Zhengzhou Hotel - Pin Buffet Restaurant,Zhengzhou,34.859568,113.678526,208.0,Food Service Related;Food Service Related,11:00,22:00,Yellow River Museum,"113.677764,34.871840",34.871840,113.677764,4.1
Zhengzhou Normal University East Campus Jingxinyuan Restaurant,Zhengzhou,34.863435,113.659282,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yellow River Museum,"113.677764,34.871840",34.871840,113.677764,4.2
Henan University Affiliated Zhengzhou First People's Hospital · Nutrition Restaurant,Zhengzhou,34.750370,113.685219,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,3.7
Henan Provincial Academy of Traditional Chinese Medicine Affiliated Hospital Restaurant,Zhengzhou,34.755083,113.685722,100.0,Chinese Restaurant;Chinese Restaurant,17:00,19:30,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,3.8
Old Wu Meow House · Cat Cafe Restaurant (New World Department Store Branch),Zhengzhou,34.752925,113.682675,28.0,Food Service Related;Food Service Related,09:30,21:30,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,4.3
Mama Restaurant (Chengdong Road Branch),Zhengzhou,34.748675,113.691225,15.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,4.4
Minyu Chinese Restaurant (Jinduoyinduo Jewelry Store),Zhengzhou,34.748684,113.681630,90.0,Chinese Restaurant;Fujian Cuisine,10:00,22:00,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,4.0
Zhenyu Chuan Banquet Center,Zhengzhou,34.747760,113.691761,100.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,4.7
Erguang Restaurant,Zhengzhou,34.757454,113.691651,66.0,Chinese Restaurant;Halal Restaurant,17:30,22:00,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,4.4
Song Laosan Su Pork and Lamb Soup Old Shop,Zhengzhou,34.751635,113.677244,100.0,Chinese Restaurant;Halal Restaurant,17:00,21:30,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,4.4
Jingxinyuan Restaurant,Zhengzhou,34.757702,113.678788,69.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,4.0
Fang Zhongshan Spicy Soup (Flagship Store),Zhengzhou,34.760065,113.682462,15.0,Chinese Restaurant;Halal Restaurant,05:00,13:30,Chenghuang Temple,"113.686977,34.752061",34.752061,113.686977,4.5
Caifeng Lou Chinese Restaurant (Zhengzhou Dennis Plaza InterContinental Hotel),Zhengzhou,34.757771,113.665954,227.0,Food Service Related;Food Service Related,17:30,21:30,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,4.2
Issho Sukiyaki (Dennis David Plaza Branch),Zhengzhou,34.757768,113.665886,159.0,Foreign Restaurant;Japanese Cuisine,11:00,22:00,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,4.6
The Boots Mud Boots Get Holiday (David City Branch),Zhengzhou,34.758578,113.666557,117.0,Foreign Restaurant;Western Restaurant,11:00,22:00,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,4.8
Wang Steak (Zhengzhou David Plaza Branch),Zhengzhou,34.757501,113.666208,258.0,Foreign Restaurant;牛扒店(扒房),17:00,21:00,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,4.4
Xiangdingsheng Premium Restaurant (David Plaza Branch),Zhengzhou,34.757365,113.665761,61.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,4.6
Grandma's Kitchen (Dennis · David City Branch),Zhengzhou,34.757262,113.666027,136.0,Chinese Restaurant;Chinese Restaurant,11:00,21:30,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,4.5
Delfu's Indian Restaurant (David Plaza Branch),Zhengzhou,34.756973,113.665911,83.0,Food Service Related;Food Service Related,10:30,21:30,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,4.6
Manyu (Dennis David Plaza Branch),Zhengzhou,34.756848,113.666241,90.0,服装鞋帽皮具店;服装鞋帽皮具店,11:00,21:00,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,4.7
Route 5 Restaurant Stone-Grilled Steak (David City Branch),Zhengzhou,34.756777,113.666316,128.0,Fast Food Restaurant;Fast Food Restaurant,11:00,22:00,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,4.7
Zhengzhou Zhengbai Restaurant (Zhengzhou Department Store Branch),Zhengzhou,34.756286,113.668080,100.0,Chinese Restaurant;Chinese Restaurant,09:30,21:00,David City Shopping Center,"113.666031,34.758202",34.758202,113.666031,3.9
Xinyang Fusion Restaurant,Zhengzhou,34.889033,113.574616,32.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Huiji Bridge Ruins Park,"113.585469,34.892354",34.892354,113.585469,3.8
Convenience Restaurant,Zhengzhou,34.886025,113.569690,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Huiji Bridge Ruins Park,"113.585469,34.892354",34.892354,113.585469,2.2
KFC Drive-Thru Restaurant (Jiangshan Road DT Branch),Zhengzhou,34.880231,113.572945,100.0,Food Service Related;Food Service Related,11:00,21:00,Huiji Bridge Ruins Park,"113.585469,34.892354",34.892354,113.585469,3.7
