restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Mama Restaurant (Chengdong Road Branch),Zhengzhou,34.748675,113.691225,15.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,Zhengzhou Confucian Temple,"113.688345,34.748659",34.748659,113.688345,4.4
Jingchu Xunxian · Small Eatery,Zhengzhou,34.750375,113.740555,67.0,Chinese Restaurant;湖北菜(鄂菜),10:00,22:00,Ji Hotel Zhengzhou Zhengdong New District Huanghe South Road,"113.743000,34.752500",34.752500,113.743000,4.8
Jun He Tang Tea Restaurant (Three-Dimensional World Branch),Zhengzhou,34.753379,113.746618,100.0,Tea House;Tea House,09:30,21:30,Ji Hotel Zhengzhou Zhengdong New District Huanghe South Road,"113.743000,34.752500",34.752500,113.743000,3.9
Liuyuan · Leisure Tea and Food Appreciation,Zhengzhou,34.802265,113.740183,100.0,Tea House;Tea House,09:00,21:30,Atour Hotel (Zhengzhou Beilonghu Financial Center Financial Island),"113.740044,34.801804",34.801804,113.740044,4.3
Wuwei Academy · Laozi Culture Tea Dining Space,Zhengzhou,34.800876,113.734358,459.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Atour Hotel (Zhengzhou Beilonghu Financial Center Financial Island),"113.740044,34.801804",34.801804,113.740044,4.0
Jilu Restaurant (Kailin Building Branch),Zhengzhou,34.802746,113.733842,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Atour Hotel (Zhengzhou Beilonghu Financial Center Financial Island),"113.740044,34.801804",34.801804,113.740044,4.1
Guanghua Grand Hotel Chinese Restaurant (Ruida Road Branch),Zhengzhou,34.798293,113.567701,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Guanghua Grand Hotel,"113.567656,34.798408",34.798408,113.567656,4.0
Shi Yu Old Courtyard Folk Cuisine (Ruida Road Branch),Zhengzhou,34.803964,113.568137,66.0,Chinese Restaurant;Chinese Restaurant,17:30,22:00,Zhengzhou Guanghua Grand Hotel,"113.567656,34.798408",34.798408,113.567656,4.2
8-Inch Italian Restaurant (Zhenghonghui Branch),Zhengzhou,34.808740,113.565991,35.0,Foreign Restaurant;Italian Restaurant,10:00,22:00,Zhengzhou Guanghua Grand Hotel,"113.567656,34.798408",34.798408,113.567656,4.6
Haitang Tea Restaurant,Zhengzhou,34.761353,113.765447,100.0,服装鞋帽皮具店;服装鞋帽皮具店,11:00,21:00,Atour Hotel (Zhengzhou High-Speed Rail East Station),"113.767623,34.760173",34.760173,113.767623,4.2
Xiangweixuan Tea Restaurant (Dongzhou Mingcuiyuan Branch),Zhengzhou,34.761349,113.764871,100.0,Chinese Restaurant;Chinese Restaurant,10:00,24:00,Atour Hotel (Zhengzhou High-Speed Rail East Station),"113.767623,34.760173",34.760173,113.767623,4.2
Xiao Da Dong (Greenland Sky City Branch),Zhengzhou,34.757289,113.767388,110.0,Chinese Restaurant;Chinese Restaurant,11:00,21:30,Atour Hotel (Zhengzhou High-Speed Rail East Station),"113.767623,34.760173",34.760173,113.767623,4.5
Da Fu Yuan Medicinal Cuisine Dumpling Restaurant,Zhengzhou,34.756461,113.770911,100.0,Food Service Related;Food Service Related,11:00,21:00,Home Inn Selected Zhengzhou East Station Branch,"113.773536,34.757727",34.757727,113.773536,3.4
Soonsoo Fried Chicken Cuisine,Zhengzhou,34.754378,113.771221,91.0,Fast Food Restaurant;Fast Food Restaurant,10:00,22:00,Home Inn Selected Zhengzhou East Station Branch,"113.773536,34.757727",34.757727,113.773536,4.7
Zhengzhou Zhengdong InterContinental Hotel - Rong Pavilion Chinese Restaurant,Zhengzhou,34.761525,113.771825,100.0,Chinese Restaurant;Chinese Restaurant,17:30,21:30,Home Inn Selected Zhengzhou East Station Branch,"113.773536,34.757727",34.757727,113.773536,3.8
Rongyu Restaurant,Zhengzhou,34.754245,113.770035,100.0,Chinese Restaurant;Chinese Restaurant,10:00,21:30,Home Inn Selected Zhengzhou East Station Branch,"113.773536,34.757727",34.757727,113.773536,3.6
Zhengzhou Public Security Bureau Traffic Management Bureau Traffic Police Twelfth Division Restaurant,Zhengzhou,34.715080,113.765103,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Aima Gold Hotel,"113.765391,34.707160",34.707160,113.765391,3.3
Southern Windmill Geer International Hotel Chinese Restaurant,Zhengzhou,34.719198,113.764169,100.0,Chinese Restaurant;Chinese Restaurant,17:30,09:30,Zhengzhou Aima Gold Hotel,"113.765391,34.707160",34.707160,113.765391,4.1
Shishang Restaurant (Beef Rice),Zhengzhou,34.718823,113.770208,15.0,Chinese Restaurant;General Restaurant,11:00,21:00,Zhengzhou Aima Gold Hotel,"113.765391,34.707160",34.707160,113.765391,4.2
Songfeng Elegant Banquet · Song Culture Restaurant (Shangzuo Center Branch),Zhengzhou,34.763443,113.756145,212.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Jinjiang Inn (Zhengzhou High-Speed Rail East Station Zhengdong Mixc Branch),"113.755074,34.762718",34.762718,113.755074,4.6
Sheng Star Court Steakhouse,Zhengzhou,34.763882,113.754664,100.0,Foreign Restaurant;Western Restaurant,17:30,21:00,Jinjiang Inn (Zhengzhou High-Speed Rail East Station Zhengdong Mixc Branch),"113.755074,34.762718",34.762718,113.755074,3.8
Meisheng Sheraton Grand Hotel - Feast Signature Restaurant,Zhengzhou,34.764000,113.754711,260.0,Foreign Restaurant;Western Restaurant,17:30,21:30,Jinjiang Inn (Zhengzhou High-Speed Rail East Station Zhengdong Mixc Branch),"113.755074,34.762718",34.762718,113.755074,4.3
Xun. Creative Restaurant (Shangzuo Center Branch),Zhengzhou,34.764013,113.756805,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Jinjiang Inn (Zhengzhou High-Speed Rail East Station Zhengdong Mixc Branch),"113.755074,34.762718",34.762718,113.755074,3.5
Zhengzhou Meisheng Sheraton Business Chinese Restaurant,Zhengzhou,34.763686,113.758786,100.0,Hotel;Hotel|Chinese Restaurant;Chinese Restaurant,11:00,21:00,Jinjiang Inn (Zhengzhou High-Speed Rail East Station Zhengdong Mixc Branch),"113.755074,34.762718",34.762718,113.755074,3.7
"Yunfu Banquet Restaurant, Third Floor, Yunguang Building",Zhengzhou,34.753090,113.785108,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Atour Hotel (Zhengzhou East Station East Square),"113.785957,34.753274",34.753274,113.785957,4.4
Muyuan Hotel (Zhengzhou East Railway Station Branch) · Guteng Tack German Restaurant,Zhengzhou,34.755419,113.789670,100.0,Food Service Related;Food Service Related,11:00,21:00,Atour Hotel (Zhengzhou East Station East Square),"113.785957,34.753274",34.753274,113.785957,3.6
Zhengzhou Jianguo Hotel Restaurant,Zhengzhou,34.763132,113.715344,211.0,Chinese Restaurant;Chinese Restaurant,06:30,24:00,Jianguo Hotel Zhengzhou,"113.715505,34.763266",34.763266,113.715505,4.2
Zhengzhou Jianguo Hotel · Four Seasons/Hongyun Restaurant,Zhengzhou,34.763004,113.715130,100.0,Food Service Related;Food Service Related,11:00,21:00,Jianguo Hotel Zhengzhou,"113.715505,34.763266",34.763266,113.715505,3.7
Zhiqing Village Wellness Restaurant,Zhengzhou,34.764608,113.716764,77.0,Chinese Restaurant;General Restaurant,10:00,22:00,Jianguo Hotel Zhengzhou,"113.715505,34.763266",34.763266,113.715505,4.5
Western Restaurant,Zhengzhou,34.768817,113.933939,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,3.8
Ultraman Theme Restaurant Monster Store,Zhengzhou,34.789259,113.986234,63.0,Chinese Restaurant;Chinese Restaurant,11:00,18:00,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,3.9
Ultraman Theme Restaurant - Hero Branch,Zhengzhou,34.786826,113.988821,86.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,4.0
Zhongmu Yang's Braised Chicken Small Restaurant,Zhengzhou,34.756800,113.944461,100.0,Chinese Restaurant;Chinese Restaurant,08:00,23:15,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,3.7
Brothers Gourmet Small Restaurant,Zhengzhou,34.805008,113.919082,100.0,Chinese Restaurant;Chinese Restaurant,08:00,23:00,Zhengzhou Zhongmu Zhipu Hotel (Only Henan Film Town Branch),"113.955310,34.786329",34.786329,113.955310,3.6
Zhengzhou Garden Expo Park InterContinental voco Hotel - Chinese Restaurant,Zhengzhou,34.457325,113.869575,100.0,Foreign Restaurant;Foreign Restaurant,17:00,21:00,Hilton Garden Inn Zhengzhou Airport,"113.924137,34.489252",34.489252,113.924137,4.4
Yu Jian · Sichuan-Hunan High-End Fusion Restaurant (Garden Expo Happy Garden Branch),Zhengzhou,34.438915,113.874074,44.0,Food Service Related;Food Service Related,17:00,22:00,Hilton Garden Inn Zhengzhou Airport,"113.924137,34.489252",34.489252,113.924137,4.2
Axiang Rice Noodles (Zhengzhou Erqi Shanshan Outlets Restaurant),Zhengzhou,34.526573,113.855171,31.0,Chinese Restaurant;Local Specialty Restaurant,06:00,22:00,Hilton Garden Inn Zhengzhou Airport,"113.924137,34.489252",34.489252,113.924137,3.7
G12 Staff Restaurant,Zhengzhou,34.546613,113.863064,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Hilton Garden Inn Zhengzhou Airport,"113.924137,34.489252",34.489252,113.924137,4.0
Zhengzhou Airport Hotel Chinese Restaurant,Zhengzhou,34.528534,113.843450,70.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Hilton Garden Inn Zhengzhou Airport,"113.924137,34.489252",34.489252,113.924137,4.1
Autumn Banquet Golf Restaurant,Zhengzhou,34.923788,113.514385,100.0,Chinese Restaurant;Chinese Restaurant,09:00,20:30,Zhengzhou Yellow River Cultural Park,"113.512589,34.953667",34.953667,113.512589,4.1
Sinen Golf Great Year Farmhouse Restaurant,Zhengzhou,34.919063,113.515391,100.0,Chinese Restaurant;Chinese Restaurant,17:30,20:30,Zhengzhou Yellow River Cultural Park,"113.512589,34.953667",34.953667,113.512589,4.3
Sinen Golf Lakeside Flower House Restaurant,Zhengzhou,34.914813,113.516550,85.0,Food Service Related;Food Service Related,10:00,22:00,Zhengzhou Yellow River Cultural Park,"113.512589,34.953667",34.953667,113.512589,4.5
Second Owner Restaurant,Zhengzhou,34.912985,113.515865,100.0,Chinese Restaurant;Chinese Restaurant,08:00,20:30,Zhengzhou Yellow River Cultural Park,"113.512589,34.953667",34.953667,113.512589,3.8
Zhengzhou Business College Restaurant,Zhengzhou,34.918067,113.537293,100.0,Chinese Restaurant;Chinese Restaurant,06:00,22:00,Zhengzhou Yellow River Cultural Park,"113.512589,34.953667",34.953667,113.512589,3.9
Guangdong Restaurant (Erma Road),Zhengzhou,34.749825,113.660012,100.0,Chinese Restaurant;Cantonese Cuisine,11:00,21:00,Jinjiang Inn Zhengzhou Railway Station Erqi Square Metro Station Hotel,"113.659562,34.749441",34.749441,113.659562,3.7
Zhengzhou Grand Hotel Restaurant,Zhengzhou,34.749133,113.662240,100.0,Chinese Restaurant;Chinese Restaurant,17:00,20:30,Jinjiang Inn Zhengzhou Railway Station Erqi Square Metro Station Hotel,"113.659562,34.749441",34.749441,113.659562,4.1
Datong Hotel Restaurant,Zhengzhou,34.747498,113.663838,31.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Jinjiang Inn Zhengzhou Railway Station Erqi Square Metro Station Hotel,"113.659562,34.749441",34.749441,113.659562,3.8
Green Tea Restaurant (Zhengzhou MixC Branch),Zhengzhou,34.754667,113.662403,100.0,Chinese Restaurant;Chinese Restaurant,10:30,22:00,Jinjiang Inn Zhengzhou Railway Station Erqi Square Metro Station Hotel,"113.659562,34.749441",34.749441,113.659562,4.6
Tiger Ya Stir-fried Chicken (Henan Zhengzhou Erqi MixC Branch),Zhengzhou,34.754815,113.662798,55.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Jinjiang Inn Zhengzhou Railway Station Erqi Square Metro Station Hotel,"113.659562,34.749441",34.749441,113.659562,4.6
Luoshan Fisherman's Delight Restaurant,Zhengzhou,34.903556,113.670261,63.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Yellow River Huayuankou Tourist Area,"113.676636,34.903629",34.903629,113.676636,4.3
Wangwang Small Restaurant,Zhengzhou,34.901524,113.668069,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yellow River Huayuankou Tourist Area,"113.676636,34.903629",34.903629,113.676636,2.4
Daobendao Unmanned Restaurant (Shenglong City Branch),Zhengzhou,34.721237,113.632227,100.0,Chinese Restaurant;Chinese Restaurant,09:30,21:00,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,3.5
Music Dining Bar,Zhengzhou,34.725040,113.629748,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,3.5
Little Lotus Restaurant,Zhengzhou,34.721666,113.636146,100.0,Chinese Restaurant;Chinese Restaurant,08:00,22:00,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,3.9
Zanbala Flower Market Second Floor Restaurant,Zhengzhou,34.726575,113.626975,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,3.6
Kunlun Leju Business Hotel Chinese Restaurant (Huaihe Road Branch),Zhengzhou,34.729111,113.631083,155.0,Food Service Related;Food Service Related,11:00,21:00,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,4.1
Mi Pi Ji Halal Restaurant (Huainan Street),Zhengzhou,34.728594,113.636312,11.0,Chinese Restaurant;Halal Restaurant,10:00,22:00,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,4.3
Zhengzhou Second People's Hospital Main Campus Nutrition Restaurant (Lianxinli Branch),Zhengzhou,34.721965,113.639981,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,3.9
Zhuangba Music Restaurant,Zhengzhou,34.726061,113.640451,100.0,Entertainment Venue;Bar,11:00,21:00,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,3.9
Hua Shang Music Restaurant & Bar,Zhengzhou,34.717961,113.626270,29.0,Chinese Restaurant;Chinese Restaurant,16:00,02:00,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,4.8
Suyi Xiang Vegetarian Buffet Restaurant,Zhengzhou,34.725310,113.641557,24.0,Food Service Related;Food Service Related,17:30,19:30,Zhengzhou Museum (Songshan Road Branch),"113.632600,34.723400",34.723400,113.632600,4.4
Henan University Affiliated Zhengzhou First People's Hospital · Nutrition Restaurant,Zhengzhou,34.750370,113.685219,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,City God Temple,"113.686977,34.752061",34.752061,113.686977,3.7
Henan Provincial Traditional Chinese Medicine Research Institute Affiliated Hospital Restaurant,Zhengzhou,34.755083,113.685722,100.0,Chinese Restaurant;Chinese Restaurant,17:00,19:30,City God Temple,"113.686977,34.752061",34.752061,113.686977,3.8
Old Wu's Meow Cafe & Cat-themed Restaurant (New World Department Store Branch),Zhengzhou,34.752925,113.682675,28.0,Food Service Related;Food Service Related,09:30,21:30,City God Temple,"113.686977,34.752061",34.752061,113.686977,4.3
Mama Restaurant (Chengdong Road Branch),Zhengzhou,34.748675,113.691225,15.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,City God Temple,"113.686977,34.752061",34.752061,113.686977,4.4
Min Yu Chinese Restaurant (Jin Duo Yin Duo Jewelry Store),Zhengzhou,34.748684,113.681630,90.0,Chinese Restaurant;Fujian Cuisine,10:00,22:00,City God Temple,"113.686977,34.752061",34.752061,113.686977,4.0
Zhenyu Chuan Banquet Center,Zhengzhou,34.747760,113.691761,100.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,City God Temple,"113.686977,34.752061",34.752061,113.686977,4.7
Erguang Restaurant,Zhengzhou,34.757454,113.691651,66.0,Chinese Restaurant;Halal Restaurant,17:30,22:00,City God Temple,"113.686977,34.752061",34.752061,113.686977,4.4
Song Laosan Su Pork and Lamb Soup Old Shop,Zhengzhou,34.751635,113.677244,100.0,Chinese Restaurant;Halal Restaurant,17:00,21:30,City God Temple,"113.686977,34.752061",34.752061,113.686977,4.4
Jingxin Yuan Restaurant,Zhengzhou,34.757702,113.678788,69.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,City God Temple,"113.686977,34.752061",34.752061,113.686977,4.0
Fang Zhongshan Spicy Soup (Main Store),Zhengzhou,34.760065,113.682462,15.0,Chinese Restaurant;Halal Restaurant,05:00,13:30,City God Temple,"113.686977,34.752061",34.752061,113.686977,4.5
Yi Wei Shan Fang Vegetarian Restaurant (Official Store of Songshan Shaolin Scenic Area),Zhengzhou,34.513012,112.952106,33.0,Chinese Restaurant;Chinese Restaurant,09:30,21:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,3.9
Shaolin Service Area Express Restaurant,Zhengzhou,34.427016,112.929723,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,3.7
Chanwu Hotel - Chinese Restaurant,Zhengzhou,34.471305,113.017117,136.0,Chinese Restaurant;Chinese Restaurant,08:30,22:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,4.4
Songshan Extraordinary Water Banquet Culture Restaurant,Zhengzhou,34.449754,113.018493,91.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,4.4
Yunshe Tea Restaurant,Zhengzhou,34.468766,113.028504,113.0,Fast Food Restaurant;Tea Restaurant,10:00,23:00,Sanhuangzhai,"112.952063,34.473496",34.473496,112.952063,4.4
Zhengzhou Sofitel International Hotel · Dome Pavilion Western Restaurant,Zhengzhou,34.761863,113.692708,237.0,Foreign Restaurant;Western Restaurant,11:00,21:30,Zhengzhou Shangdu National Archaeological Site Park,"113.690498,34.753775",34.753775,113.690498,4.2
Hongyuan Restaurant,Zhengzhou,34.761674,113.693653,100.0,Chinese Restaurant;Cantonese Cuisine,17:30,21:30,Zhengzhou Shangdu National Archaeological Site Park,"113.690498,34.753775",34.753775,113.690498,3.9
Sofitel International Hotel (Yueweixian Chinese Restaurant),Zhengzhou,34.761932,113.692486,204.0,Chinese Restaurant;Chinese Restaurant,17:30,22:00,Zhengzhou Shangdu National Archaeological Site Park,"113.690498,34.753775",34.753775,113.690498,4.1
Yutong Retired Staff Restaurant (Yutong Garden Zhengbian Road No. 42 Courtyard Branch),Zhengzhou,34.747100,113.697080,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhengzhou Shangdu National Archaeological Site Park,"113.690498,34.753775",34.753775,113.690498,3.6
Han Feng Yuan BBQ and Hot Pot Buffet Restaurant (Asia Joy City Branch),Zhengzhou,34.751785,113.667704,80.0,Chinese Restaurant;Chinese Restaurant,11:00,23:30,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.7
Yuehai Hotel Xuan Palace Western Restaurant (Erqi Square),Zhengzhou,34.749629,113.667658,111.0,Foreign Restaurant;Western Restaurant,10:00,23:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,3.9
Yuehai Hotel - Yuehai Pavilion Chinese Restaurant,Zhengzhou,34.749142,113.667796,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,3.9
Tiger Ya Stir-fried Chicken (Henan Zhengzhou Erqi MixC Branch),Zhengzhou,34.754815,113.662798,55.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.6
Jixu Folk Music Barbecue House (Zhengzhou Guangcai Branch),Zhengzhou,34.755287,113.669676,72.0,Chinese Restaurant;Chinese Restaurant,18:00,02:30,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.6
Green Tea Restaurant (Zhengzhou MixC Branch),Zhengzhou,34.754667,113.662403,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.6
Zhengzhou Zhengbai Restaurant (Zhengzhou Department Store Branch),Zhengzhou,34.756286,113.668080,100.0,Chinese Restaurant;Chinese Restaurant,09:30,21:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,3.9
Highway No. 5 Stone-Grilled Steak Restaurant (David City Branch),Zhengzhou,34.756777,113.666316,128.0,Fast Food Restaurant;Fast Food Restaurant,11:00,22:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.7
Manyu (Dennis David City Branch),Zhengzhou,34.756848,113.666241,90.0,服装鞋帽皮具店;服装鞋帽皮具店,11:00,21:00,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.7
Jiang Aqiao Tatta Noodles (Shanghai Branch),Zhengzhou,34.755928,113.670393,100.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Erqi Memorial Hall,"113.666494,34.752186",34.752186,113.666494,4.5
Haiyu Gourmet Seafood Restaurant,Zhengzhou,34.769787,113.726419,39.0,Chinese Restaurant;Seafood Restaurant,17:00,23:00,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,3.8
Zhengzhou Greenland JW Marriott Hotel (Marriott Chinese Restaurant),Zhengzhou,34.770905,113.727350,300.0,Chinese Restaurant;Chinese Restaurant,17:30,22:30,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,4.5
Qianxi Cloud Restaurant (Qianxi Plaza Branch),Zhengzhou,34.771075,113.727225,165.0,Chinese Restaurant;Chinese Restaurant,09:00,01:00,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,4.5
Zhengzhou Big Corn G PLUS Skyview Restaurant,Zhengzhou,34.770914,113.727493,228.0,Chinese Restaurant;General Restaurant,16:00,05:00,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,4.2
Zhengzhou Greenland JW Marriott Hotel - Urban Kitchen Buffet Restaurant,Zhengzhou,34.771054,113.727309,280.0,Foreign Restaurant;Western Restaurant,17:30,21:30,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,4.3
Zui Baxian Grilled Fish (Qianxi Plaza Branch),Zhengzhou,34.770902,113.727580,62.0,Food Service Related;Food Service Related,10:00,24:00,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,4.2
Yu Jian Tea Restaurant (Xin'ao Building Branch),Zhengzhou,34.767928,113.723581,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,4.1
Xinhuose (Freshly Cooked Restaurant),Zhengzhou,34.767451,113.723530,100.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,3.9
Jinyue Tea Restaurant (Henan Media Building Branch),Zhengzhou,34.767405,113.722783,76.0,Chinese Restaurant;Seafood Restaurant,17:00,02:00,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,4.2
Two Birds One Stone · Yishi Erniao (Wood Color Branch),Zhengzhou,34.767030,113.730428,95.0,Food Service Related;Food Service Related,10:00,21:00,Qianxi Square (Big Corn Tower),"113.726322,34.769955",34.769955,113.726322,4.6
Old Flavor Roasted Whole Lamb,Zhengzhou,34.902822,113.633591,73.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,4.2
Fusion Restaurant (Yifeng Forest Lake Branch),Zhengzhou,34.897770,113.618020,100.0,Chinese Restaurant;General Restaurant,17:00,21:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,4.3
Cailan Sister Eco Organic Restaurant,Zhengzhou,34.897676,113.617674,100.0,Food Service Related;Food Service Related,11:00,21:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,2.8
Wangwang Small Restaurant,Zhengzhou,34.901524,113.668069,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,2.4
Luoshan Fisherman's Delight Restaurant,Zhengzhou,34.903556,113.670261,63.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Yellow River Scenic Area,"113.630000,34.920000",34.920000,113.630000,4.3
