restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Nanjing Central Grand Hotel · Benwei Restaurant,Nanjing,32.045455,118.783199,187.0,Food Service Related;Food Service Related,17:30,21:00,Nanjing Central Hotel,"118.783456,32.045542",32.045542,118.783456,4.3
Central Grand Hotel · Gedun Bay Buffet Restaurant,Nanjing,32.045307,118.783591,168.0,Food Service Related;Food Service Related,17:30,21:00,Nanjing Central Hotel,"118.783456,32.045542",32.045542,118.783456,4.3
Guanjiaqiao Guoshida Hotel Restaurant,Nanjing,32.044801,118.783555,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nanjing Central Hotel,"118.783456,32.045542",32.045542,118.783456,3.2
Baixuanju Noodle House,Nanjing,32.012414,118.800383,32.0,Chinese Restaurant;Chinese Restaurant,06:00,20:00,Hampton by Hilton Nanjing Confucius Temple,"118.812006,32.007382",32.007382,118.812006,4.5
Nanjing Traditional Chinese Medicine Hospital - Restaurant,Nanjing,31.995601,118.808036,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Hampton by Hilton Nanjing Confucius Temple,"118.812006,32.007382",32.007382,118.812006,3.0
Pin Xiaoxian (Nanjing Agile Garden Branch),Nanjing,32.007394,118.797112,78.0,Fast Food Restaurant;Tea Restaurant,17:00,21:30,Hampton by Hilton Nanjing Confucius Temple,"118.812006,32.007382",32.007382,118.812006,4.3
O'Luck (Hexi Night Unending Branch),Nanjing,31.980448,118.735894,112.0,Cold Beverage Shop;Cold Beverage Shop,11:00,21:00,Hilton Garden Inn Nanjing Hexi Olympic Sports Center,"118.737095,31.981410",31.981410,118.737095,4.8
Luyuan Small Dishes (Jianye Branch),Nanjing,31.982015,118.734584,100.0,Fast Food Restaurant;Fast Food Restaurant,09:30,20:00,Hilton Garden Inn Nanjing Hexi Olympic Sports Center,"118.737095,31.981410",31.981410,118.737095,4.1
Greedy Cat Restaurant (Huaihai Road Branch),Nanjing,32.036913,118.788282,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Ji Hotel Nanjing Xinjiekou Central Shopping Mall,"118.785952,32.036533",32.036533,118.785952,3.7
Guangling Long (Vanke Duhui International Building Branch),Nanjing,31.970322,118.805872,341.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Vienna International Hotel·Nanjing South Railway Station South Square Branch,"118.804099,31.967739",31.967739,118.804099,4.6
Zunlu - Fusion Restaurant,Nanjing,31.963009,118.802914,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Vienna International Hotel·Nanjing South Railway Station South Square Branch,"118.804099,31.967739",31.967739,118.804099,4.0
Lu Yuanwai All-Day Neighborhood Restaurant (Huayu Xinyuan Branch),Nanjing,32.322922,118.830047,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Orange Hotel (Nanjing Liuhe Longchi Metro Station Branch),"118.827921,32.315278",32.315278,118.827921,4.2
Xinjiang Maimaiti Barbecue Restaurant,Nanjing,32.326439,118.830268,100.0,Food Service Related;Food Service Related,15:00,03:00,Orange Hotel (Nanjing Liuhe Longchi Metro Station Branch),"118.827921,32.315278",32.315278,118.827921,3.7
Longchi Service Area Xiaoyuanman Restaurant,Nanjing,32.302138,118.819691,29.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Orange Hotel (Nanjing Liuhe Longchi Metro Station Branch),"118.827921,32.315278",32.315278,118.827921,3.7
Daoxiang Chinese Style Self-Service Fashion Restaurant,Nanjing,32.071835,118.907625,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Atour Hotel Nanjing Qixia Jinma Road Metro Station,"118.908081,32.071969",32.071969,118.908081,3.8
Jun Nong Restaurant (Greenland Yunduhui Branch),Nanjing,32.070438,118.907057,100.0,Chinese Restaurant;General Restaurant,11:00,21:00,Atour Hotel Nanjing Qixia Jinma Road Metro Station,"118.908081,32.071969",32.071969,118.908081,3.8
Hesheng Select Buffet Restaurant (Zidong Branch),Nanjing,32.079605,118.908493,24.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Atour Hotel Nanjing Qixia Jinma Road Metro Station,"118.908081,32.071969",32.071969,118.908081,4.4
Buckingham Grand Hotel · Chinese Restaurant,Nanjing,32.103046,118.891205,237.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Nanjing Buckingham Grand Hotel (Xuanwu Avenue Branch),"118.891212,32.103049",32.103049,118.891212,4.7
Qinghe Qiujia Self-service Restaurant,Nanjing,32.098674,118.886171,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nanjing Buckingham Grand Hotel (Xuanwu Avenue Branch),"118.891212,32.103049",32.103049,118.891212,2.6
Dian Guang Ji (Xuzhuang Branch),Nanjing,32.091200,118.882883,100.0,Food Service Related;Food Service Related,10:00,20:30,Nanjing Buckingham Grand Hotel (Xuanwu Avenue Branch),"118.891212,32.103049",32.103049,118.891212,4.5
Deli Restaurant (Longchi Garden Branch),Nanjing,32.319195,118.807750,48.0,Chinese Restaurant;Chinese Restaurant,16:30,23:00,Ji Hotel Nanjing Liuhe Longchi Metro Station,"118.820000,32.318400",32.318400,118.820000,4.2
Yufan Restaurant (Wenxin Huayuan Branch),Nanjing,32.334505,118.825957,35.0,Chinese Restaurant;Chinese Restaurant,09:30,22:00,Ji Hotel Nanjing Liuhe Longchi Metro Station,"118.820000,32.318400",32.318400,118.820000,4.0
Nanjing Jingfeng Marriott Hotel Chinese Restaurant,Nanjing,31.936447,118.822113,358.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,Nanjing Jingfeng Marriott Hotel,"118.821917,31.936237",31.936237,118.821917,4.4
Nanjing Jingfeng Marriott Hotel Zhen Kitchen Western Restaurant,Nanjing,31.936464,118.822102,179.0,Foreign Restaurant;Western Restaurant,06:30,21:00,Nanjing Jingfeng Marriott Hotel,"118.821917,31.936237",31.936237,118.821917,4.2
Lihu Yaju Convention Center Hotel - Buffet Restaurant,Nanjing,31.937886,118.820249,155.0,Chinese Restaurant;Chinese Restaurant,17:00,20:30,Nanjing Jingfeng Marriott Hotel,"118.821917,31.936237",31.936237,118.821917,4.0
Hao Ke Lai Steak (Nanjing Qinhuai Shuguang Tiandi Restaurant),Nanjing,32.016973,118.788631,68.0,Foreign Restaurant;Foreign Restaurant,10:00,22:00,Hanting Hotel Nanjing Confucius Temple Pedestrian Street,"118.788350,32.018343",32.018343,118.788350,4.4
Tianyuanlou True Jiangnan Stylish Restaurant (Confucius Temple Branch),Nanjing,32.019013,118.790272,100.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Hanting Hotel Nanjing Confucius Temple Pedestrian Street,"118.788350,32.018343",32.018343,118.788350,4.3
Wanquinglou Gourmet Pavilion,Nanjing,32.020352,118.789761,100.0,Food Service Related;Food Service Related,17:00,21:00,Hanting Hotel Nanjing Confucius Temple Pedestrian Street,"118.788350,32.018343",32.018343,118.788350,4.1
Zhengxing Restaurant,Nanjing,32.020275,118.790175,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Hanting Hotel Nanjing Confucius Temple Pedestrian Street,"118.788350,32.018343",32.018343,118.788350,2.7
Tianfeng Lou Restaurant,Nanjing,32.020696,118.786196,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Hanting Hotel Nanjing Confucius Temple Pedestrian Street,"118.788350,32.018343",32.018343,118.788350,3.7
Blue Bay Western Restaurant,Nanjing,32.089454,118.779471,100.0,Foreign Restaurant;Foreign Restaurant,11:00,21:00,Jinjiang Inn (Nanjing Railway Station Xuanwu Lake Zhongfu Road Metro Station Hotel),"118.775473,32.091374",32.091374,118.775473,3.5
Tong Zhanggui Family Restaurant,Nanjing,32.087971,118.772097,95.0,Chinese Restaurant;Chinese Restaurant,09:00,21:30,Jinjiang Inn (Nanjing Railway Station Xuanwu Lake Zhongfu Road Metro Station Hotel),"118.775473,32.091374",32.091374,118.775473,3.9
Fate Sky Tea Restaurant (Central Jindi Branch),Nanjing,32.092281,118.769398,60.0,Fast Food Restaurant;Tea Restaurant,11:00,21:00,Jinjiang Inn (Nanjing Railway Station Xuanwu Lake Zhongfu Road Metro Station Hotel),"118.775473,32.091374",32.091374,118.775473,3.5
Hobbit Self-service Restaurant (Huashengtang Branch),Nanjing,32.097053,118.778817,23.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Jinjiang Inn (Nanjing Railway Station Xuanwu Lake Zhongfu Road Metro Station Hotel),"118.775473,32.091374",32.091374,118.775473,4.1
Shuai Shuai Restaurant (Zhongfu Road Community Branch),Nanjing,32.087946,118.768697,100.0,Chinese Restaurant;Chinese Restaurant,09:00,22:00,Jinjiang Inn (Nanjing Railway Station Xuanwu Lake Zhongfu Road Metro Station Hotel),"118.775473,32.091374",32.091374,118.775473,4.2
